,Experiment,Direction,Variables,# Objectives,Solution approach,Instance,# Variables,# Constraints,Objective value,Relative gap,Solve time (s),Error
1018,4,Max,Continuous,4,N-O-10000,800-1600-4.lp,800,1600,8477674662486915.709473,0.000123065449329697229864,3600,
1019,4,Max,Continuous,4,N-O-10000,800-1600-5.lp,800,1600,5890583368767246.780762,0.0115479632984515313629,3600,
1020,4,Max,Continuous,4,N-O-10000,1200-600.0-1.lp,1200,600,1646157036150904327.625,0.207404217728285959217562,3600,
1021,4,Max,Continuous,4,N-O-10000,1200-600.0-2.lp,1200,600,1462894964585986137.75,0.406545678960288935213435,3600,
1022,4,Max,Continuous,4,N-O-10000,1200-600.0-3.lp,1200,600,996935582157236252.75,0.60793108019249596034837,3600,
1023,4,Max,Continuous,4,N-O-10000,1200-600.0-4.lp,1200,600,1298878339104793948.5,0.524041672521212570162123,3600,
1024,4,Max,Continuous,4,N-O-10000,1200-600.0-5.lp,1200,600,1340509213937286369.25,0.354568286228955344412551,3600,
1025,4,Max,Continuous,4,N-O-10000,1200-1200-1.lp,1200,1200,149479774794195014.59375,0.60028314487689579795121,3600,
1026,4,Max,Continuous,4,N-O-10000,1200-1200-2.lp,1200,1200,74787380606009222.0625,0.8559647431554246638273,3600,
1027,4,Max,Continuous,4,N-O-10000,1200-1200-3.lp,1200,1200,164280358193942861.46875,0.67924363778369534433519,3600,
1028,4,Max,Continuous,4,N-O-10000,1200-1200-4.lp,1200,1200,257735159093205108.46875,0.55260367475818021804936,3600,
1029,4,Max,Continuous,4,N-O-10000,1200-1200-5.lp,1200,1200,135692386127747024.382812,0.73866590802431403127307,3600,
1030,4,Max,Continuous,4,N-O-10000,1200-1800.0-1.lp,1200,1800,64903710933194104.945312,0.6789073903884252940617,3600,
1031,4,Max,Continuous,4,N-O-10000,1200-1800.0-2.lp,1200,1800,81905330552716729.617188,0.5707472363147682822599,3600,
1032,4,Max,Continuous,4,N-O-10000,1200-1800.0-3.lp,1200,1800,65825755564121879.472656,0.5813049557039547232781,3600,
1033,4,Max,Continuous,4,N-O-10000,1200-1800.0-4.lp,1200,1800,88071081093610637.804688,0.4941071775659624230089,3600,
1034,4,Max,Continuous,4,N-O-10000,1200-1800.0-5.lp,1200,1800,67378228290089436.125,0.3504309859714675213518,3600,
1035,4,Max,Continuous,4,N-O-10000,1200-2400-1.lp,1200,2400,41569069589902816.261719,0.6797635316940382836084,3600,
1036,4,Max,Continuous,4,N-O-10000,1200-2400-2.lp,1200,2400,34524973850387031.457031,0.8226861823248210877843,3600,
1037,4,Max,Continuous,4,N-O-10000,1200-2400-3.lp,1200,2400,34002216317764574.613281,0.7380564497687061359583,3600,
1038,4,Max,Continuous,4,N-O-10000,1200-2400-4.lp,1200,2400,22469826955729742.451172,0.8268987471036324620301,3600,
1039,4,Max,Continuous,4,N-O-10000,1200-2400-5.lp,1200,2400,26834624879494708.650391,0.7932735665121776536587,3600,
1040,4,Max,Continuous,4,N-O-10000,1600-800.0-1.lp,1600,800,4082231462859360646.5,0.508619259779234107136242,3600,
1041,4,Max,Continuous,4,N-O-10000,1600-800.0-2.lp,1600,800,3508344816641083049.75,0.637830561664648693000635,3600,
1042,4,Max,Continuous,4,N-O-10000,1600-800.0-3.lp,1600,800,2568502430851912162.5,0.708208713370202964107816,3600,
1043,4,Max,Continuous,4,N-O-10000,1600-800.0-4.lp,1600,800,3170438509893941398.25,0.672093418589084945870878,3600,
1044,4,Max,Continuous,4,N-O-10000,1600-800.0-5.lp,1600,800,1830182102342195245.25,0.779699842017900818366347,3600,
1045,4,Max,Continuous,4,N-O-10000,1600-1600-1.lp,1600,1600,649565969723947661.9375,0.37449071936630893360672,3600,
1046,4,Max,Continuous,4,N-O-10000,1600-1600-2.lp,1600,1600,310722082465588815.875,0.81568467344374260229439,3600,
1047,4,Max,Continuous,4,N-O-10000,1600-1600-3.lp,1600,1600,902242141764959576.9375,0.56558620728501346166172,3600,
1048,4,Max,Continuous,4,N-O-10000,1600-1600-4.lp,1600,1600,412472404731555995.59375,0.79282434476633258514482,3600,
1049,4,Max,Continuous,4,N-O-10000,1600-1600-5.lp,1600,1600,698682592088888936.625,0.49350819543910367370862,3600,
1050,4,Max,Continuous,4,N-O-10000,1600-2400.0-1.lp,1600,2400,120680001105692043.867188,0.83201330172223321636092,3600,
1051,4,Max,Continuous,4,N-O-10000,1600-2400.0-2.lp,1600,2400,228113128421608313.359375,0.67090421468364399318297,3600,
1052,4,Max,Continuous,4,N-O-10000,1600-2400.0-3.lp,1600,2400,224206876317285334.3125,0.8254194808618322859884,3600,
1053,4,Max,Continuous,4,N-O-10000,1600-2400.0-4.lp,1600,2400,167161891928124207.078125,0.79357103246424909174291,3600,
1054,4,Max,Continuous,4,N-O-10000,1600-2400.0-5.lp,1600,2400,172765069924457530.0625,0.77031066869836960269097,3600,
1055,4,Max,Continuous,4,N-O-10000,1600-3200-1.lp,1600,3200,134898441976582161.390625,0.45647512694828870318713,3600,
1056,4,Max,Continuous,4,N-O-10000,1600-3200-2.lp,1600,3200,54040074838494994.824219,0.7918452017923564879853,3600,
1057,4,Max,Continuous,4,N-O-10000,1600-3200-3.lp,1600,3200,101606723196006558.125,0.83829362337895388038048,3600,
1058,4,Max,Continuous,4,N-O-10000,1600-3200-4.lp,1600,3200,104143568206557744.882812,0.82509498458749579407863,3600,
1059,4,Max,Continuous,4,N-O-10000,1600-3200-5.lp,1600,3200,90519952353953912.71875,0.8950090982557239179082,3600,
1060,4,Max,Continuous,4,N-O-10000,2000-1000.0-1.lp,2000,1000,8816191024327488259.5,0.719698031813758752010118,3600,
1061,4,Max,Continuous,4,N-O-10000,2000-1000.0-2.lp,2000,1000,6075881125987288187.5,0.56249251843226571578177,3600,
1062,4,Max,Continuous,4,N-O-10000,2000-1000.0-3.lp,2000,1000,7250421806917671296,0.578234479294578563798868,3600,
1063,4,Max,Continuous,4,N-O-10000,2000-1000.0-4.lp,2000,1000,9113199097677677578,0.725759639113059848609943,3600,
1064,4,Max,Continuous,4,N-O-10000,2000-1000.0-5.lp,2000,1000,7162744042944779758,0.784454011130010877650507,3600,
1065,4,Max,Continuous,4,N-O-10000,2000-2000-1.lp,2000,2000,529274217447419389.21875,0.89735318684074231239834,3600,
1066,4,Max,Continuous,4,N-O-10000,2000-2000-2.lp,2000,2000,1119531304000545213.25,0.673930025478296882009924,3600,
1067,4,Max,Continuous,4,N-O-10000,2000-2000-3.lp,2000,2000,776046492023318649.25,0.76451633366382462219518,3600,
1068,4,Max,Continuous,4,N-O-10000,2000-2000-4.lp,2000,2000,586840813691194767.0625,0.84864797598604707721008,3600,
1069,4,Max,Continuous,4,N-O-10000,2000-2000-5.lp,2000,2000,1377164803086422284,0.586619500381756735316475,3600,
1070,4,Max,Continuous,4,N-O-10000,2000-3000.0-1.lp,2000,3000,216363539283412268.90625,0.89582474442895195773434,3600,
1071,4,Max,Continuous,4,N-O-10000,2000-3000.0-2.lp,2000,3000,530077742726361123.90625,0.82394079608560958505195,3600,
1072,4,Max,Continuous,4,N-O-10000,2000-3000.0-3.lp,2000,3000,654496589419457573.0625,0.20696409732352114032553,3600,
1073,4,Max,Continuous,4,N-O-10000,2000-3000.0-4.lp,2000,3000,243888193872411293.875,0.88257210520971820724581,3600,
1074,4,Max,Continuous,4,N-O-10000,2000-3000.0-5.lp,2000,3000,511869307409057009.46875,0,619.48,
1075,4,Max,Continuous,4,N-O-10000,2000-4000-1.lp,2000,4000,127011909879201240.085938,0.88259941707572128397324,3600,
1076,4,Max,Continuous,4,N-O-10000,2000-4000-2.lp,2000,4000,145411547822463457.53125,0.9297182995220439115998,3600,
1077,4,Max,Continuous,4,N-O-10000,2000-4000-3.lp,2000,4000,139041637444869123.296875,0.93938293275387196108912,3600,
1078,4,Max,Continuous,4,N-O-10000,2000-4000-4.lp,2000,4000,265779924689378140.484375,0.74822167833716609469923,3600,
1079,4,Max,Continuous,4,N-O-10000,2000-4000-5.lp,2000,4000,136812510589524102.75,0.9288310756587508541988,3600,
1080,4,Max,Continuous,4,GRB SOCP,400-200.0-1.lp,400,200,32790322258960696,0,0.102842,
1081,4,Max,Continuous,4,GRB SOCP,400-200.0-2.lp,400,200,30773115836217000,0,0.0934522,
1082,4,Max,Continuous,4,GRB SOCP,400-200.0-3.lp,400,200,58998900888153784,0,0.0922539,
1083,4,Max,Continuous,4,GRB SOCP,400-200.0-4.lp,400,200,20443296594825752,0,0.09,
1084,4,Max,Continuous,4,GRB SOCP,400-200.0-5.lp,400,200,13130418951155408,0,0.1,
1085,4,Max,Continuous,4,GRB SOCP,400-400-1.lp,400,400,2862823704687825,0,0.28,
1086,4,Max,Continuous,4,GRB SOCP,400-400-2.lp,400,400,3823557269088389,0,0.28,
1087,4,Max,Continuous,4,GRB SOCP,400-400-3.lp,400,400,4354695654145824,0,0.27,
1088,4,Max,Continuous,4,GRB SOCP,400-400-4.lp,400,400,2629949270954631.5,0,0.281017,
1089,4,Max,Continuous,4,GRB SOCP,400-400-5.lp,400,400,2758036886210843,0,0.280858,
1090,4,Max,Continuous,4,GRB SOCP,400-600.0-1.lp,400,600,938114976521985.125,0,0.55,
1091,4,Max,Continuous,4,GRB SOCP,400-600.0-2.lp,400,600,569476665481836.875,0,0.52,
1092,4,Max,Continuous,4,GRB SOCP,400-600.0-3.lp,400,600,559576371713085.3125,0,0.55,
1093,4,Max,Continuous,4,GRB SOCP,400-600.0-4.lp,400,600,706688210917897.625,0,0.58,
1094,4,Max,Continuous,4,GRB SOCP,400-600.0-5.lp,400,600,1160429950290530.5,0,0.56,
1095,4,Max,Continuous,4,GRB SOCP,400-800-1.lp,400,800,277482377700720.9375,0,1,
1096,4,Max,Continuous,4,GRB SOCP,400-800-2.lp,400,800,315883003491141.0625,0,0.965196,
1097,4,Max,Continuous,4,GRB SOCP,400-800-3.lp,400,800,606823594583269.125,0,0.880354,
1098,4,Max,Continuous,4,GRB SOCP,400-800-4.lp,400,800,650382583199365.875,0,0.871675,
1099,4,Max,Continuous,4,GRB SOCP,400-800-5.lp,400,800,501486289072830.8125,0,0.942629,
1100,4,Max,Continuous,4,GRB SOCP,800-400.0-1.lp,800,400,378449058142509376,0,0.54,
1101,4,Max,Continuous,4,GRB SOCP,800-400.0-2.lp,800,400,399246396298544896,0,0.531853,
1102,4,Max,Continuous,4,GRB SOCP,800-400.0-3.lp,800,400,231407734531208064,0,0.55,
1103,4,Max,Continuous,4,GRB SOCP,800-400.0-4.lp,800,400,464757058812558080,0,0.53,
1104,4,Max,Continuous,4,GRB SOCP,800-400.0-5.lp,800,400,400188540166185792,0,0.512622,
1105,4,Max,Continuous,4,GRB SOCP,800-800-1.lp,800,800,39790951702251304,0,1.76234,
1106,4,Max,Continuous,4,GRB SOCP,800-800-2.lp,800,800,42259720394755888,0,1.84072,
1107,4,Max,Continuous,4,GRB SOCP,800-800-3.lp,800,800,42222208773867440,0,1.90754,
1108,4,Max,Continuous,4,GRB SOCP,800-800-4.lp,800,800,36555436834621224,0,1.9017,
1109,4,Max,Continuous,4,GRB SOCP,800-800-5.lp,800,800,50137274018518120,0,1.9,
1110,4,Max,Continuous,4,GRB SOCP,800-1200.0-1.lp,800,1200,20074164473024144,0,4.56461,
1111,4,Max,Continuous,4,GRB SOCP,800-1200.0-2.lp,800,1200,15975851045396368,0,4.30196,
1112,4,Max,Continuous,4,GRB SOCP,800-1200.0-3.lp,800,1200,16193016568187784,0,4.22187,
1113,4,Max,Continuous,4,GRB SOCP,800-1200.0-4.lp,800,1200,17856747877053458,0,4.32068,
1114,4,Max,Continuous,4,GRB SOCP,800-1200.0-5.lp,800,1200,23702433268906136,0,4.24446,
1115,4,Max,Continuous,4,GRB SOCP,800-1600-1.lp,800,1600,9013861033167806,0,7.6372,
1116,4,Max,Continuous,4,GRB SOCP,800-1600-2.lp,800,1600,8985954832598054,0,8.04969,
1117,4,Max,Continuous,4,GRB SOCP,800-1600-3.lp,800,1600,9158307728926402,0,7.96227,
1118,4,Max,Continuous,4,GRB SOCP,800-1600-4.lp,800,1600,9112632168279886,0,7.87722,
1119,4,Max,Continuous,4,GRB SOCP,800-1600-5.lp,800,1600,9927712064337732,0,8.68528,
1120,4,Max,Continuous,4,GRB SOCP,1200-600.0-1.lp,1200,600,1711893316389640704,0,1.82,
1121,4,Max,Continuous,4,GRB SOCP,1200-600.0-2.lp,1200,600,1513716649524607488,0,1.91108,
1122,4,Max,Continuous,4,GRB SOCP,1200-600.0-3.lp,1200,600,1090410081017229056,0,1.9,
1123,4,Max,Continuous,4,GRB SOCP,1200-600.0-4.lp,1200,600,1390873752180274176,0,1.71,
1124,4,Max,Continuous,4,GRB SOCP,1200-600.0-5.lp,1200,600,1377604947112678912,0,1.85,
1125,4,Max,Continuous,4,GRB SOCP,1200-1200-1.lp,1200,1200,159352737053250816,0,8.59594,
1126,4,Max,Continuous,4,GRB SOCP,1200-1200-2.lp,1200,1200,185462922707221280,0,8.32501,
1127,4,Max,Continuous,4,GRB SOCP,1200-1200-3.lp,1200,1200,217095479314041152,0,8.43201,
1128,4,Max,Continuous,4,GRB SOCP,1200-1200-4.lp,1200,1200,264062223230666144,0,7.9,
1129,4,Max,Continuous,4,GRB SOCP,1200-1200-5.lp,1200,1200,237725229894555520,0,8.03738,
1130,4,Max,Continuous,4,GRB SOCP,1200-1800.0-1.lp,1200,1800,94382195098732944,0,22.5903,
1131,4,Max,Continuous,4,GRB SOCP,1200-1800.0-2.lp,1200,1800,88287361022337488,0,22.4895,
1132,4,Max,Continuous,4,GRB SOCP,1200-1800.0-3.lp,1200,1800,80558044787239408,0,23.7913,
1133,4,Max,Continuous,4,GRB SOCP,1200-1800.0-5.lp,1200,1800,73970833944441792,0,20.849,
1134,4,Max,Continuous,4,GRB SOCP,1200-2400-2.lp,1200,2400,54091133234674952,0,37.0414,
1135,4,Max,Continuous,4,GRB SOCP,1200-2400-3.lp,1200,2400,47275368408083632,0,36.6486,
1136,4,Max,Continuous,4,GRB SOCP,1200-2400-4.lp,1200,2400,52572732118140296,0,34.9903,
1137,4,Max,Continuous,4,GRB SOCP,1200-2400-5.lp,1200,2400,41811529027417792,0,34.0908,
1138,4,Max,Continuous,4,GRB SOCP,1600-800.0-1.lp,1600,800,5089870841613104128,0,6.16819,
1139,4,Max,Continuous,4,GRB SOCP,1600-800.0-2.lp,1600,800,4413598575181572096,0,4.89,
1140,4,Max,Continuous,4,GRB SOCP,1600-800.0-3.lp,1600,800,3514527237288538624,0,6.31002,
1141,4,Max,Continuous,4,GRB SOCP,1600-800.0-4.lp,1600,800,4043065395137171456,0,5.17,
1142,4,Max,Continuous,4,GRB SOCP,1600-800.0-5.lp,1600,800,3672167098798360576,0,5.26265,
1143,4,Max,Continuous,4,GRB SOCP,1600-1600-1.lp,1600,1600,668351004487878016,0,23.1432,
1144,4,Max,Continuous,4,GRB SOCP,1600-1600-3.lp,1600,1600,954075494863781888,0,25.6788,
1145,4,Max,Continuous,4,GRB SOCP,1600-1600-4.lp,1600,1600,618575803015381376,0,22.5976,
1146,4,Max,Continuous,4,GRB SOCP,1600-1600-5.lp,1600,1600,703088613837956480,0,23.9806,
1147,4,Max,Continuous,4,GRB SOCP,1600-2400.0-1.lp,1600,2400,314994463296164224,0,60.1148,
1148,4,Max,Continuous,4,GRB SOCP,1600-2400.0-2.lp,1600,2400,310602507733983232,0,60.5121,
1149,4,Max,Continuous,4,GRB SOCP,1600-2400.0-3.lp,1600,2400,328084558610500672,0,54.5956,
1150,4,Max,Continuous,4,GRB SOCP,1600-2400.0-4.lp,1600,2400,312357553328614720,0,51.1805,
1151,4,Max,Continuous,4,GRB SOCP,1600-2400.0-5.lp,1600,2400,340002861105603712,0,55.6445,
1152,4,Max,Continuous,4,GRB SOCP,1600-3200-1.lp,1600,3200,148311008570607936,0,85.6765,
1153,4,Max,Continuous,4,GRB SOCP,1600-3200-2.lp,1600,3200,139519093378874336,0,91.0349,
1154,4,Max,Continuous,4,GRB SOCP,1600-3200-3.lp,1600,3200,164125737819839680,0,97.9013,
1155,4,Max,Continuous,4,GRB SOCP,1600-3200-4.lp,1600,3200,170671878794810080,0,97.8139,
1156,4,Max,Continuous,4,GRB SOCP,1600-3200-5.lp,1600,3200,202685311276170208,0,97.9471,
1157,4,Max,Continuous,4,GRB SOCP,2000-1000.0-2.lp,2000,1000,6980351506075638784,0,12.5972,
1158,4,Max,Continuous,4,GRB SOCP,2000-1000.0-3.lp,2000,1000,8069221906028563456,0,14.1117,
1159,4,Max,Continuous,4,GRB SOCP,2000-1000.0-5.lp,2000,1000,9651456522789937152,0,15.2967,
1160,4,Max,Continuous,4,GRB SOCP,2000-2000-1.lp,2000,2000,1543384423251611392,0,57.2656,
1161,4,Max,Continuous,4,GRB SOCP,2000-2000-2.lp,2000,2000,1553480943180740352,0,50.8116,
1162,4,Max,Continuous,4,GRB SOCP,2000-2000-3.lp,2000,2000,1629335730068948480,0,57.1548,
1163,4,Max,Continuous,4,GRB SOCP,2000-2000-4.lp,2000,2000,1758271116801395968,0,58.4724,
1164,4,Max,Continuous,4,GRB SOCP,2000-2000-5.lp,2000,2000,1504911610980535808,0,56.9572,
1165,4,Max,Continuous,4,GRB SOCP,2000-3000.0-1.lp,2000,3000,617562971078650240,0,113.609,
1166,4,Max,Continuous,4,GRB SOCP,2000-3000.0-2.lp,2000,3000,858207163478610304,0,119.277,
1167,4,Max,Continuous,4,GRB SOCP,2000-3000.0-3.lp,2000,3000,736913274196693248,0,111.672,
1168,4,Max,Continuous,4,GRB SOCP,2000-3000.0-4.lp,2000,3000,756001722498311552,0,111.937,
1169,4,Max,Continuous,4,GRB SOCP,2000-4000-1.lp,2000,4000,367587000526952896,0,194.672,
1170,4,Max,Continuous,4,GRB SOCP,2000-4000-3.lp,2000,4000,421126117174814592,0,195.379,
1171,4,Max,Continuous,4,GRB SOCP,2000-4000-5.lp,2000,4000,379736703212819968,0,198.924,
1172,4,Min,Continuous,2,N-O-Imm-1,100-50.0-1.lp,100,50,653934,0,0.21,
1173,4,Min,Continuous,2,N-O-Imm-1,100-50.0-2.lp,100,50,182534.943696,0,0.21,
1174,4,Min,Continuous,2,N-O-Imm-1,100-50.0-3.lp,100,50,110489.507837,0,0.22,
1175,4,Min,Continuous,2,N-O-Imm-1,100-50.0-4.lp,100,50,98645.708715,0,0.26,
1176,4,Min,Continuous,2,N-O-Imm-1,100-50.0-5.lp,100,50,53088.906044,0,0.25,
1177,4,Min,Continuous,2,N-O-Imm-1,100-100-1.lp,100,100,27085.545506,0,0.33,
1178,4,Min,Continuous,2,N-O-Imm-1,100-100-2.lp,100,100,40462.908025,0,0.23,
1179,4,Min,Continuous,2,N-O-Imm-1,100-100-3.lp,100,100,14779.055333,0,0.28,
1180,4,Min,Continuous,2,N-O-Imm-1,100-100-4.lp,100,100,23372.65371,0,0.24,
1181,4,Min,Continuous,2,N-O-Imm-1,100-100-5.lp,100,100,18611.269945,0,0.2,
1182,4,Min,Continuous,2,N-O-Imm-1,100-150.0-1.lp,100,150,5999.976475,0,0.24,
1183,4,Min,Continuous,2,N-O-Imm-1,100-150.0-2.lp,100,150,9654.277991,0,0.36,
1184,4,Min,Continuous,2,N-O-Imm-1,100-150.0-3.lp,100,150,10798.128367,0,0.25,
1185,4,Min,Continuous,2,N-O-Imm-1,100-150.0-4.lp,100,150,14835.845722,0,0.39,
1186,4,Min,Continuous,2,N-O-Imm-1,100-150.0-5.lp,100,150,14646.397866,0,0.3,
1187,4,Min,Continuous,2,N-O-Imm-1,100-200-1.lp,100,200,7899.882834,0,0.45,
1188,4,Min,Continuous,2,N-O-Imm-1,100-200-2.lp,100,200,5586.271403,0,0.33,
1189,4,Min,Continuous,2,N-O-Imm-1,100-200-3.lp,100,200,7825.296523,0,0.45,
1190,4,Min,Continuous,2,N-O-Imm-1,100-200-4.lp,100,200,6062.431308,0,0.36,
1191,4,Min,Continuous,2,N-O-Imm-1,100-200-5.lp,100,200,5318.517199,0,0.28,
1192,4,Min,Continuous,2,N-O-Imm-1,200-100.0-1.lp,200,100,212866.971131,0,0.61,
1193,4,Min,Continuous,2,N-O-Imm-1,200-100.0-2.lp,200,100,309585.800091,0,0.39,
1194,4,Min,Continuous,2,N-O-Imm-1,200-100.0-3.lp,200,100,408759.631709,0,0.47,
1195,4,Min,Continuous,2,N-O-Imm-1,200-100.0-4.lp,200,100,301362.027793,0,0.39,
1196,4,Min,Continuous,2,N-O-Imm-1,200-100.0-5.lp,200,100,852002.688116,0,0.62,
1197,4,Min,Continuous,2,N-O-Imm-1,200-200-1.lp,200,200,112050.10706,0,0.49,
1198,4,Min,Continuous,2,N-O-Imm-1,200-200-2.lp,200,200,97607.166622,0,0.45,
1199,4,Min,Continuous,2,N-O-Imm-1,200-200-3.lp,200,200,83742.17954,0,0.62,
1200,4,Min,Continuous,2,N-O-Imm-1,200-200-4.lp,200,200,89415.089141,0,0.48,
1201,4,Min,Continuous,2,N-O-Imm-1,200-200-5.lp,200,200,135846.353463,0,0.72,
1202,4,Min,Continuous,2,N-O-Imm-1,200-300.0-1.lp,200,300,37181.726402,0,0.82,
1203,4,Min,Continuous,2,N-O-Imm-1,200-300.0-2.lp,200,300,41801.520274,0,0.89,
1204,4,Min,Continuous,2,N-O-Imm-1,200-300.0-3.lp,200,300,36480,0,0.69,
1205,4,Min,Continuous,2,N-O-Imm-1,200-300.0-4.lp,200,300,52709.264378,0,0.85,
1206,4,Min,Continuous,2,N-O-Imm-1,200-300.0-5.lp,200,300,43977.541799,0,1.15,
1207,4,Min,Continuous,2,N-O-Imm-1,200-400-1.lp,200,400,31124.863951,0,1.38,
1208,4,Min,Continuous,2,N-O-Imm-1,200-400-2.lp,200,400,33550.118407,0,0.84,
1209,4,Min,Continuous,2,N-O-Imm-1,200-400-3.lp,200,400,25050.4203,0,1.24,
1210,4,Min,Continuous,2,N-O-Imm-1,200-400-4.lp,200,400,32201.427852,0,1.61,
1211,4,Min,Continuous,2,N-O-Imm-1,200-400-5.lp,200,400,38985.104628,0,1,
1212,4,Min,Continuous,2,N-O-Imm-1,300-150.0-1.lp,300,150,636945.493167,0,1.19,
1213,4,Min,Continuous,2,N-O-Imm-1,300-150.0-2.lp,300,150,810267.243242,0,1.45,
1214,4,Min,Continuous,2,N-O-Imm-1,300-150.0-3.lp,300,150,549257.280176,0,0.92,
1215,4,Min,Continuous,2,N-O-Imm-1,300-150.0-4.lp,300,150,623688.600291,0,0.84,
1216,4,Min,Continuous,2,N-O-Imm-1,300-150.0-5.lp,300,150,451451.757308,0,1.23,
1217,4,Min,Continuous,2,N-O-Imm-1,300-300-1.lp,300,300,129559.841026,0,1.93,
1218,4,Min,Continuous,2,N-O-Imm-1,300-300-2.lp,300,300,145440.686068,0,1.37,
1219,4,Min,Continuous,2,N-O-Imm-1,300-300-3.lp,300,300,164956.902705,0,1.18,
1220,4,Min,Continuous,2,N-O-Imm-1,300-300-4.lp,300,300,187285.70825,0,1.15,
1221,4,Min,Continuous,2,N-O-Imm-1,300-300-5.lp,300,300,190344.864294,0,1.86,
1222,4,Min,Continuous,2,N-O-Imm-1,300-450.0-1.lp,300,450,149958.799195,0,2.09,
1223,4,Min,Continuous,2,N-O-Imm-1,300-450.0-2.lp,300,450,100658.58244,0,1.8,
1224,4,Min,Continuous,2,N-O-Imm-1,300-450.0-3.lp,300,450,96431.477119,0,1.67,
1225,4,Min,Continuous,2,N-O-Imm-1,300-450.0-4.lp,300,450,121876.662561,0,1.68,
1226,4,Min,Continuous,2,N-O-Imm-1,300-450.0-5.lp,300,450,138501.02375,0,2.13,
1227,4,Min,Continuous,2,N-O-Imm-1,300-600-1.lp,300,600,58440.312804,0,3.57,
1228,4,Min,Continuous,2,N-O-Imm-1,300-600-2.lp,300,600,74943.789684,0,2.16,
1229,4,Min,Continuous,2,N-O-Imm-1,300-600-3.lp,300,600,58598.031249,0,5.74,
1230,4,Min,Continuous,2,N-O-Imm-1,300-600-4.lp,300,600,72596.156593,0,2.34,
1231,4,Min,Continuous,2,N-O-Imm-1,300-600-5.lp,300,600,77892.772216,0,2.1,
1232,4,Min,Continuous,2,N-O-Imm-1,400-200.0-1.lp,400,200,1165878.076834,0,1.55,
1233,4,Min,Continuous,2,N-O-Imm-1,400-200.0-2.lp,400,200,876687.754874,0,2.71,
1234,4,Min,Continuous,2,N-O-Imm-1,400-200.0-3.lp,400,200,851283.781656,0,1.4,
1235,4,Min,Continuous,2,N-O-Imm-1,400-200.0-4.lp,400,200,876463.024208,0,2.01,
1236,4,Min,Continuous,2,N-O-Imm-1,400-200.0-5.lp,400,200,961418.54369,0,1.77,
1237,4,Min,Continuous,2,N-O-Imm-1,400-400-1.lp,400,400,334448.794042,0,2.42,
1238,4,Min,Continuous,2,N-O-Imm-1,400-400-2.lp,400,400,349589.440193,0,2.69,
1239,4,Min,Continuous,2,N-O-Imm-1,400-400-3.lp,400,400,401053.226983,0,2.15,
1240,4,Min,Continuous,2,N-O-Imm-1,400-400-4.lp,400,400,392074.655994,0,2.85,
1241,4,Min,Continuous,2,N-O-Imm-1,400-400-5.lp,400,400,346387.497859,0,2.75,
1242,4,Min,Continuous,2,N-O-Imm-1,400-600.0-1.lp,400,600,196631.144392,0,3.29,
1243,4,Min,Continuous,2,N-O-Imm-1,400-600.0-2.lp,400,600,237678.59745,0,5.54,
1244,4,Min,Continuous,2,N-O-Imm-1,400-600.0-3.lp,400,600,203214.167551,0,5.04,
1245,4,Min,Continuous,2,N-O-Imm-1,400-600.0-4.lp,400,600,198347.982269,0,4.67,
1246,4,Min,Continuous,2,N-O-Imm-1,400-600.0-5.lp,400,600,208774.259395,0,5.13,
1247,4,Min,Continuous,2,N-O-Imm-1,400-800-1.lp,400,800,138784.6491,0,4.35,
1248,4,Min,Continuous,2,N-O-Imm-1,400-800-2.lp,400,800,131563.229784,0,4.16,
1249,4,Min,Continuous,2,N-O-Imm-1,400-800-3.lp,400,800,134250.545699,0,4.12,
1250,4,Min,Continuous,2,N-O-Imm-1,400-800-4.lp,400,800,152157.55986,0,4.19,
1251,4,Min,Continuous,2,N-O-Imm-1,400-800-5.lp,400,800,168775.761989,0,3.87,
1252,4,Min,Continuous,2,N-O-Imm-1,500-250.0-1.lp,500,250,1643924.114991,0,2.44,
1253,4,Min,Continuous,2,N-O-Imm-1,500-250.0-2.lp,500,250,1959614.564939,0,2.63,
1254,4,Min,Continuous,2,N-O-Imm-1,500-250.0-3.lp,500,250,1826928.902911,0,3.09,
1255,4,Min,Continuous,2,N-O-Imm-1,500-250.0-4.lp,500,250,1995732.013588,0,2.97,
1256,4,Min,Continuous,2,N-O-Imm-1,500-250.0-5.lp,500,250,1535763.891221,0,1.65,
1257,4,Min,Continuous,2,N-O-Imm-1,500-500-1.lp,500,500,477275.451665,0,4.59,
1258,4,Min,Continuous,2,N-O-Imm-1,500-500-2.lp,500,500,569526,0,4.65,
1259,4,Min,Continuous,2,N-O-Imm-1,500-500-3.lp,500,500,671030.955539,0,5.82,
1260,4,Min,Continuous,2,N-O-Imm-1,500-500-4.lp,500,500,479676.664676,0,5.56,
1261,4,Min,Continuous,2,N-O-Imm-1,500-500-5.lp,500,500,633302.948062,0,4.07,
1262,4,Min,Continuous,2,N-O-Imm-1,500-750.0-1.lp,500,750,325696.791577,0,7.6,
1263,4,Min,Continuous,2,N-O-Imm-1,500-750.0-2.lp,500,750,305713.581824,0,6.71,
1264,4,Min,Continuous,2,N-O-Imm-1,500-750.0-3.lp,500,750,315404.808337,0,4.55,
1265,4,Min,Continuous,2,N-O-Imm-1,500-750.0-4.lp,500,750,313048.360019,0,6.3,
1266,4,Min,Continuous,2,N-O-Imm-1,500-750.0-5.lp,500,750,393943.884764,0,5.13,
