,Experiment,Direction,Variables,# Objectives,Solution approach,Instance,# Variables,# Constraints,Objective value,Relative gap,Solve time (s),Error
1923,4,Min,Continuous,3,GRB Nonconvex,300-450.0-2.lp,300,450,571991288.796804,0,3600,
1924,4,Min,Continuous,3,GRB Nonconvex,300-450.0-3.lp,300,450,400250629.87619,0,3567.73,
1925,4,Min,Continuous,3,GRB Nonconvex,300-450.0-4.lp,300,450,551984723.03974,0,3066.34,
1926,4,Min,Continuous,3,GRB Nonconvex,300-450.0-5.lp,300,450,316412443.774357,3.68e-11,2981.59,
1927,4,Min,Continuous,3,GRB Nonconvex,300-600-1.lp,300,600,235069985.919556,0,3422.64,
1928,4,Min,Continuous,3,GRB Nonconvex,300-600-2.lp,300,600,285298948.484776,0.312,3600,
1929,4,Min,Continuous,3,GRB Nonconvex,300-600-3.lp,300,600,402757681.372789,7.61e-11,3294.85,
1930,4,Min,Continuous,3,GRB Nonconvex,300-600-4.lp,300,600,274494499.129804,0,3243.72,
1931,4,Min,Continuous,3,GRB Nonconvex,300-600-5.lp,300,600,285440391.782182,0,3086.78,
1932,4,Min,Continuous,3,GRB Nonconvex,400-200.0-1.lp,400,200,11088698154.819817,0.296,3600,
1933,4,Min,Continuous,3,GRB Nonconvex,400-200.0-2.lp,400,200,25546607875.855755,1,3600,
1934,4,Min,Continuous,3,GRB Nonconvex,400-200.0-3.lp,400,200,24526090286.725151,1,3600,
1935,4,Min,Continuous,3,GRB Nonconvex,400-200.0-4.lp,400,200,13765661653.193972,1,3600,
1936,4,Min,Continuous,3,GRB Nonconvex,400-200.0-5.lp,400,200,18819134043.37553,1,3600,
1937,4,Min,Continuous,3,GRB Nonconvex,400-400-1.lp,400,400,3063688451.174085,1,3600,
1938,4,Min,Continuous,3,GRB Nonconvex,400-400-2.lp,400,400,2096309963.536026,0,1968.15,
1939,4,Min,Continuous,3,GRB Nonconvex,400-400-3.lp,400,400,1764232811.440554,1,3600,
1940,4,Min,Continuous,3,GRB Nonconvex,400-400-4.lp,400,400,1994006421.814032,5.04e-11,2891.04,
1941,4,Min,Continuous,3,GRB Nonconvex,400-400-5.lp,400,400,2810616155.436939,1,3600,
1942,4,Min,Continuous,3,GRB Nonconvex,400-600.0-1.lp,400,600,955315577.367021,1,3600,
1943,4,Min,Continuous,3,GRB Nonconvex,400-600.0-2.lp,400,600,1205622115.5037,1,3600,
1944,4,Min,Continuous,3,GRB Nonconvex,400-600.0-3.lp,400,600,1102872767.084839,1,3600,
1945,4,Min,Continuous,3,GRB Nonconvex,400-600.0-4.lp,400,600,1570814817.185464,1,3600,
1946,4,Min,Continuous,3,GRB Nonconvex,400-600.0-5.lp,400,600,1332334563.068192,1,3600,
1947,4,Min,Continuous,3,GRB Nonconvex,400-800-1.lp,400,800,619923407.508518,0.805,3600,
1948,4,Min,Continuous,3,GRB Nonconvex,400-800-2.lp,400,800,795361877.322095,1,3600,
1949,4,Min,Continuous,3,GRB Nonconvex,400-800-3.lp,400,800,735114365.927649,1,3600,
1950,4,Min,Continuous,3,GRB Nonconvex,400-800-4.lp,400,800,592801009.299613,0.915,3600,
1951,4,Min,Continuous,3,GRB Nonconvex,400-800-5.lp,400,800,644613580.362134,1,3600,
1952,4,Min,Continuous,3,GRB Nonconvex,500-250.0-1.lp,500,250,37770947545.36129,1,3600,
1953,4,Min,Continuous,3,GRB Nonconvex,500-250.0-2.lp,500,250,33584747351.844025,1,3600,
1954,4,Min,Continuous,3,GRB Nonconvex,500-250.0-3.lp,500,250,36023584949.796707,1,3600,
1955,4,Min,Continuous,3,GRB Nonconvex,500-250.0-4.lp,500,250,46350370670.659615,1,3600,
1956,4,Min,Continuous,3,GRB Nonconvex,500-250.0-5.lp,500,250,25304850413.60603,1,3600,
1957,4,Min,Continuous,3,GRB Nonconvex,500-500-1.lp,500,500,6371550680.552129,1,3600,
1958,4,Min,Continuous,3,GRB Nonconvex,500-500-2.lp,500,500,5434928410.967768,1,3600,
1959,4,Min,Continuous,3,GRB Nonconvex,500-500-3.lp,500,500,5317799576.298534,1,3600,
1960,4,Min,Continuous,3,GRB Nonconvex,500-500-4.lp,500,500,4937140906.183579,1,3600,
1961,4,Min,Continuous,3,GRB Nonconvex,500-500-5.lp,500,500,5479128180.328403,1,3600,
1962,4,Min,Continuous,3,GRB Nonconvex,500-750.0-1.lp,500,750,2110561025.250607,1,3600,
1963,4,Min,Continuous,3,GRB Nonconvex,500-750.0-2.lp,500,750,2032188283.721799,1,3600,
1964,4,Min,Continuous,3,GRB Nonconvex,500-750.0-3.lp,500,750,2750145428.307217,1,3600,
1965,4,Min,Continuous,3,GRB Nonconvex,500-750.0-4.lp,500,750,2281861441.955457,1,3600,
1966,4,Min,Continuous,3,GRB Nonconvex,500-750.0-5.lp,500,750,3151529725.138737,1,3600,
1967,4,Min,Continuous,3,GRB Nonconvex,500-1000-1.lp,500,1000,1434721394.071642,1,3600,
1968,4,Min,Continuous,3,GRB Nonconvex,500-1000-2.lp,500,1000,1970477284.116669,1,3600,
1969,4,Min,Continuous,3,GRB Nonconvex,500-1000-3.lp,500,1000,1522027899.355566,1,3600,
1970,4,Min,Continuous,3,GRB Nonconvex,500-1000-4.lp,500,1000,1939615682.731378,1,3600,
1971,4,Min,Continuous,3,GRB Nonconvex,500-1000-5.lp,500,1000,1480717275.633945,1,3600,
1972,4,Min,Continuous,4,N-O-Imm-1,100-50.0-1.lp,100,50,1150356571407.972694,0,127.19,
1973,4,Min,Continuous,4,N-O-Imm-1,100-50.0-2.lp,100,50,1047020721083.541569,0,10.63,
1974,4,Min,Continuous,4,N-O-Imm-1,100-50.0-3.lp,100,50,297597787835.9989,0,8.46,
1975,4,Min,Continuous,4,N-O-Imm-1,100-50.0-4.lp,100,50,4975532012569.875823,0,13.26,
1976,4,Min,Continuous,4,N-O-Imm-1,100-50.0-5.lp,100,50,1298480139316.998178,0,64.36,
1977,4,Min,Continuous,4,N-O-Imm-1,100-100-1.lp,100,100,30666730625.999846,0,7.23,
1978,4,Min,Continuous,4,N-O-Imm-1,100-100-2.lp,100,100,122000364655.745045,0,14.14,
1979,4,Min,Continuous,4,N-O-Imm-1,100-100-3.lp,100,100,46135666648.000098,0,7.31,
1980,4,Min,Continuous,4,N-O-Imm-1,100-100-4.lp,100,100,102361729535.99637,0,21.79,
1981,4,Min,Continuous,4,N-O-Imm-1,100-100-5.lp,100,100,105251581540.845529,0,45.58,
1982,4,Min,Continuous,4,N-O-Imm-1,100-150.0-1.lp,100,150,10022868493.487879,0,13.65,
1983,4,Min,Continuous,4,N-O-Imm-1,100-150.0-2.lp,100,150,17070956910.896333,0,51.03,
1984,4,Min,Continuous,4,N-O-Imm-1,100-150.0-3.lp,100,150,36619735151.999152,0,9.31,
1985,4,Min,Continuous,4,N-O-Imm-1,100-150.0-4.lp,100,150,13820124997.206735,0,8.6,
1986,4,Min,Continuous,4,N-O-Imm-1,100-150.0-5.lp,100,150,23793192893.87558,0,47.95,
1987,4,Min,Continuous,4,N-O-Imm-1,100-200-1.lp,100,200,7505578259.468963,0,7.38,
1988,4,Min,Continuous,4,N-O-Imm-1,100-200-2.lp,100,200,4979327789.03645,0,18.81,
1989,4,Min,Continuous,4,N-O-Imm-1,100-200-3.lp,100,200,15201053650.348443,0,13.04,
1990,4,Min,Continuous,4,N-O-Imm-1,100-200-4.lp,100,200,6057058611.209794,0,6.39,
1991,4,Min,Continuous,4,N-O-Imm-1,100-200-5.lp,100,200,5256776447.999634,0,8.11,
1992,4,Min,Continuous,4,N-O-Imm-1,200-100.0-1.lp,200,100,326461767237508.336548,0,1657.4,
1993,4,Min,Continuous,4,N-O-Imm-1,200-100.0-2.lp,200,100,18208799873370.249079,0,23.93,
1994,4,Min,Continuous,4,N-O-Imm-1,200-100.0-3.lp,200,100,51930577439998.611912,0,16.58,
1995,4,Min,Continuous,4,N-O-Imm-1,200-100.0-4.lp,200,100,18723044116728.924835,0,28.87,
1996,4,Min,Continuous,4,N-O-Imm-1,200-100.0-5.lp,200,100,85541321689524.270874,0,202.89,
1997,4,Min,Continuous,4,N-O-Imm-1,200-200-1.lp,200,200,1265110984605.748967,0,18.35,
1998,4,Min,Continuous,4,N-O-Imm-1,200-200-2.lp,200,200,1762429412015.99945,0,21.4,
1999,4,Min,Continuous,4,N-O-Imm-1,200-200-3.lp,200,200,646431649709.138653,0,16.88,
2000,4,Min,Continuous,4,N-O-Imm-1,200-200-4.lp,200,200,1792058908885.943191,0,19.35,
2001,4,Min,Continuous,4,N-O-Imm-1,200-200-5.lp,200,200,1010888971643.426192,0,18.83,
2002,4,Min,Continuous,4,N-O-Imm-1,200-300.0-1.lp,200,300,340133659517.191325,0,44.96,
2003,4,Min,Continuous,4,N-O-Imm-1,200-300.0-2.lp,200,300,367978056575.515109,0,21.5,
2004,4,Min,Continuous,4,N-O-Imm-1,200-300.0-3.lp,200,300,200652603527.994603,0,15.11,
2005,4,Min,Continuous,4,N-O-Imm-1,200-300.0-4.lp,200,300,431951387008.198947,0,15.37,
2006,4,Min,Continuous,4,N-O-Imm-1,200-300.0-5.lp,200,300,294048543418.281474,0,170.09,
2007,4,Min,Continuous,4,N-O-Imm-1,200-400-1.lp,200,400,218254016915.21413,0,20.92,
2008,4,Min,Continuous,4,N-O-Imm-1,200-400-2.lp,200,400,166018839999.992561,0,29.14,
2009,4,Min,Continuous,4,N-O-Imm-1,200-400-3.lp,200,400,160081345799.998911,0,23.42,
2010,4,Min,Continuous,4,N-O-Imm-1,200-400-4.lp,200,400,246258023109.997321,0,23.22,
2011,4,Min,Continuous,4,N-O-Imm-1,200-400-5.lp,200,400,188811830396.742834,0,95.68,
2012,4,Min,Continuous,4,N-O-Imm-1,300-150.0-1.lp,300,150,120981628516675.668221,0,30.54,
2013,4,Min,Continuous,4,N-O-Imm-1,300-150.0-2.lp,300,150,36663876411693.764896,0,311.63,
2014,4,Min,Continuous,4,N-O-Imm-1,300-150.0-3.lp,300,150,123681869530529.476601,0,39.11,
2015,4,Min,Continuous,4,N-O-Imm-1,300-150.0-4.lp,300,150,349136679675969.447296,0,53.09,
2016,4,Min,Continuous,4,N-O-Imm-1,300-150.0-5.lp,300,150,204283588268164.826508,0,28.95,
2017,4,Min,Continuous,4,N-O-Imm-1,300-300-1.lp,300,300,5649872379613.16307,0,39.72,
2018,4,Min,Continuous,4,N-O-Imm-1,300-300-2.lp,300,300,8349381154514.694316,0,36.92,
2019,4,Min,Continuous,4,N-O-Imm-1,300-300-3.lp,300,300,3877584045665.78358,0,30.41,
2020,4,Min,Continuous,4,N-O-Imm-1,300-300-4.lp,300,300,7332010481977.171374,0,36.56,
2021,4,Min,Continuous,4,N-O-Imm-1,300-300-5.lp,300,300,9157094944849.118338,0,45.75,
2022,4,Min,Continuous,4,N-O-Imm-1,300-450.0-1.lp,300,450,1986907558943.985972,0,44.86,
2023,4,Min,Continuous,4,N-O-Imm-1,300-450.0-2.lp,300,450,2560873614492.836694,0,62.28,
2024,4,Min,Continuous,4,N-O-Imm-1,300-450.0-3.lp,300,450,1931364637387.106185,0,52.54,
2025,4,Min,Continuous,4,N-O-Imm-1,300-450.0-4.lp,300,450,1913101231479.414962,0,73.26,
2026,4,Min,Continuous,4,N-O-Imm-1,300-450.0-5.lp,300,450,2405628040402.053722,0,70.05,
2027,4,Min,Continuous,4,N-O-Imm-1,300-600-1.lp,300,600,1135102356800.77566,0,64.78,
2028,4,Min,Continuous,4,N-O-Imm-1,300-600-2.lp,300,600,2190881045384.023042,0,233.77,
2029,4,Min,Continuous,4,N-O-Imm-1,300-600-3.lp,300,600,1554913184677.758598,0,121.54,
2030,4,Min,Continuous,4,N-O-Imm-1,300-600-4.lp,300,600,1135232885335.147776,0,131.08,
2031,4,Min,Continuous,4,N-O-Imm-1,300-600-5.lp,300,600,1166883838469.770341,0,833.89,
2032,4,Min,Continuous,4,N-O-Imm-1,400-200.0-1.lp,400,200,180839282888980.799667,0,324.34,
2033,4,Min,Continuous,4,N-O-Imm-1,400-200.0-2.lp,400,200,284556537831094.341827,0,84.17,
2034,4,Min,Continuous,4,N-O-Imm-1,400-200.0-3.lp,400,200,235497096276138.622452,0,44.36,
2035,4,Min,Continuous,4,N-O-Imm-1,400-200.0-4.lp,400,200,271950950658637.072906,0,54.86,
2036,4,Min,Continuous,4,N-O-Imm-1,400-200.0-5.lp,400,200,390773731889871.531982,0,102.27,
2037,4,Min,Continuous,4,N-O-Imm-1,400-400-1.lp,400,400,26694753741069.823931,0,77.06,
2038,4,Min,Continuous,4,N-O-Imm-1,400-400-2.lp,400,400,26814711987602.908554,0,134.82,
2039,4,Min,Continuous,4,N-O-Imm-1,400-400-3.lp,400,400,30021240043122.824123,0,93.42,
2040,4,Min,Continuous,4,N-O-Imm-1,400-400-4.lp,400,400,17590936417594.899345,0,171.52,
2041,4,Min,Continuous,4,N-O-Imm-1,400-400-5.lp,400,400,20325035752559.557896,0,87.45,
2042,4,Min,Continuous,4,N-O-Imm-1,400-600.0-1.lp,400,600,10356674728112.102859,0,230.13,
2043,4,Min,Continuous,4,N-O-Imm-1,400-600.0-2.lp,400,600,9191847223572.049255,0,87.01,
2044,4,Min,Continuous,4,N-O-Imm-1,400-600.0-3.lp,400,600,8070591863172.819696,0,110.31,
2045,4,Min,Continuous,4,N-O-Imm-1,400-600.0-4.lp,400,600,6583927282478.597163,0,97,
2046,4,Min,Continuous,4,N-O-Imm-1,400-600.0-5.lp,400,600,9093503910522.215828,0,86.96,
2047,4,Min,Continuous,4,N-O-Imm-1,400-800-1.lp,400,800,5191674156832.792145,0,77.35,
2048,4,Min,Continuous,4,N-O-Imm-1,400-800-2.lp,400,800,4512995641175.311776,0,125.05,
2049,4,Min,Continuous,4,N-O-Imm-1,400-800-3.lp,400,800,5128640786004.257032,0,111.44,
2050,4,Min,Continuous,4,N-O-Imm-1,400-800-4.lp,400,800,3258400877669.703215,0,79.18,
2051,4,Min,Continuous,4,N-O-Imm-1,400-800-5.lp,400,800,4549526112409.444567,0,2759.25,
2052,4,Min,Continuous,4,N-O-Imm-1,500-250.0-1.lp,500,250,664051357731212.434998,0,155.19,
2053,4,Min,Continuous,4,N-O-Imm-1,500-250.0-2.lp,500,250,451315689555041.363281,0,130.74,
2054,4,Min,Continuous,4,N-O-Imm-1,500-250.0-3.lp,500,250,348491248676341.868805,0,631.47,
2055,4,Min,Continuous,4,N-O-Imm-1,500-250.0-4.lp,500,250,1018051121783795.887878,0,113.25,
2056,4,Min,Continuous,4,N-O-Imm-1,500-250.0-5.lp,500,250,729536700754299.741455,0,125.54,
2057,4,Min,Continuous,4,N-O-Imm-1,500-500-1.lp,500,500,97503832415427.15213,0,157.07,
2058,4,Min,Continuous,4,N-O-Imm-1,500-500-2.lp,500,500,37879037060003.603645,0,153.09,
2059,4,Min,Continuous,4,N-O-Imm-1,500-500-3.lp,500,500,90696072596218.826782,0,127.66,
2060,4,Min,Continuous,4,N-O-Imm-1,500-500-4.lp,500,500,65405909967433.901718,0,164.7,
2061,4,Min,Continuous,4,N-O-Imm-1,500-500-5.lp,500,500,42918242672448.286068,0.001785888211627030318,3600,
2062,4,Min,Continuous,4,N-O-Imm-1,500-750.0-1.lp,500,750,22551246510470.144335,0,141.36,
2063,4,Min,Continuous,4,N-O-Imm-1,500-750.0-2.lp,500,750,31404044517624.107788,0,873.45,
2064,4,Min,Continuous,4,N-O-Imm-1,500-750.0-3.lp,500,750,25676527010129.317114,0,208.21,
2065,4,Min,Continuous,4,N-O-Imm-1,500-750.0-4.lp,500,750,18011224603931.621359,0,236.75,
2066,4,Min,Continuous,4,N-O-Imm-1,500-750.0-5.lp,500,750,16310823838428.992758,0,1003.04,
2067,4,Min,Continuous,4,N-O-Imm-1,500-1000-1.lp,500,1000,10817578437120.120987,0,176.59,
2068,4,Min,Continuous,4,N-O-Imm-1,500-1000-2.lp,500,1000,13108556027736.091291,0,182.13,
2069,4,Min,Continuous,4,N-O-Imm-1,500-1000-3.lp,500,1000,12143469354993.99953,0,205.17,
2070,4,Min,Continuous,4,N-O-Imm-1,500-1000-4.lp,500,1000,19258318510066.448751,0,302.57,
2071,4,Min,Continuous,4,N-O-Imm-1,500-1000-5.lp,500,1000,19519123886340.037655,0,227.6,
2072,4,Min,Continuous,4,N-O-Imm-100,100-50.0-1.lp,100,50,1144879897341.313535,0.00017581417710380297,3600,
2073,4,Min,Continuous,4,N-O-Imm-100,100-50.0-2.lp,100,50,1046222247244.908345,0,106.07,
2074,4,Min,Continuous,4,N-O-Imm-100,100-50.0-3.lp,100,50,295446312070.493175,0,53.37,
2075,4,Min,Continuous,4,N-O-Imm-100,100-50.0-4.lp,100,50,4851624488846.677157,0.000308918527048333984,3600,
2076,4,Min,Continuous,4,N-O-Imm-100,100-50.0-5.lp,100,50,1282556932821.991345,0,525.58,
2077,4,Min,Continuous,4,N-O-Imm-100,100-100-1.lp,100,100,30146143490.682808,0,325.29,
2078,4,Min,Continuous,4,N-O-Imm-100,100-100-2.lp,100,100,121642893204.635984,0,54.54,
2079,4,Min,Continuous,4,N-O-Imm-100,100-100-3.lp,100,100,45006370369.746106,0,734.97,
2080,4,Min,Continuous,4,N-O-Imm-100,100-100-4.lp,100,100,102087878329.94932,0,96.92,
2081,4,Min,Continuous,4,N-O-Imm-100,100-100-5.lp,100,100,103274404897.423803,0,73.9,
2082,4,Min,Continuous,4,N-O-Imm-100,100-150.0-1.lp,100,150,9976088897.404579,0,68.97,
2083,4,Min,Continuous,4,N-O-Imm-100,100-150.0-2.lp,100,150,16990111218.464644,0,60.42,
2084,4,Min,Continuous,4,N-O-Imm-100,100-150.0-3.lp,100,150,36364866543.276927,0,672.43,
2085,4,Min,Continuous,4,N-O-Imm-100,100-150.0-4.lp,100,150,13773191591.67571,0,812.94,
2086,4,Min,Continuous,4,N-O-Imm-100,100-150.0-5.lp,100,150,23649275447.780797,0,1201.9,
2087,4,Min,Continuous,4,N-O-Imm-100,100-200-1.lp,100,200,7489585288.51574,0,386.31,
2088,4,Min,Continuous,4,N-O-Imm-100,100-200-2.lp,100,200,4941503164.197538,2.11489310720046e-05,3600,
2089,4,Min,Continuous,4,N-O-Imm-100,100-200-3.lp,100,200,15092113341.297525,0,65.35,
2090,4,Min,Continuous,4,N-O-Imm-100,100-200-4.lp,100,200,6038024700.987277,0,1774.88,
2091,4,Min,Continuous,4,N-O-Imm-100,100-200-5.lp,100,200,5252952291.146865,0,54.03,
2092,4,Min,Continuous,4,N-O-Imm-100,200-100.0-1.lp,200,100,326329087483226.423279,0.00028002983136557779474,3600,
2093,4,Min,Continuous,4,N-O-Imm-100,200-100.0-2.lp,200,100,18205922888862.1,0,130.95,
2094,4,Min,Continuous,4,N-O-Imm-100,200-100.0-3.lp,200,100,51935581124051.294743,0.0002690710896746635131,3600,
2095,4,Min,Continuous,4,N-O-Imm-100,200-100.0-4.lp,200,100,18721106155909.348743,0,1142.83,
2096,4,Min,Continuous,4,N-O-Imm-100,200-100.0-5.lp,200,100,85397703815865.684769,0,193.3,
2097,4,Min,Continuous,4,N-O-Imm-100,200-200-1.lp,200,200,1264251909487.134929,7.17000847830270423e-05,3600,
2098,4,Min,Continuous,4,N-O-Imm-100,200-200-2.lp,200,200,1755222178788.407381,0,933.32,
2099,4,Min,Continuous,4,N-O-Imm-100,200-200-3.lp,200,200,646037630677.845586,0,1406.51,
2100,4,Min,Continuous,4,N-O-Imm-100,200-200-4.lp,200,200,1787983143149.718441,0,925.98,
2101,4,Min,Continuous,4,N-O-Imm-100,200-200-5.lp,200,200,1010134048350.374768,5.50847365204327244e-05,3600,
2102,4,Min,Continuous,4,N-O-Imm-100,200-300.0-1.lp,200,300,339503581081.510955,0,2544.97,
2103,4,Min,Continuous,4,N-O-Imm-100,200-300.0-2.lp,200,300,367775618819.29019,0,569.66,
2104,4,Min,Continuous,4,N-O-Imm-100,200-300.0-3.lp,200,300,200592567403.853458,0,2497.97,
2105,4,Min,Continuous,4,N-O-Imm-100,200-300.0-4.lp,200,300,431845369445.179877,0.00020021613703596087,3600,
2106,4,Min,Continuous,4,N-O-Imm-100,200-300.0-5.lp,200,300,305535715665.822497,0.080829960442924682,3600,
2107,4,Min,Continuous,4,N-O-Imm-100,200-400-1.lp,200,400,218178313617.651426,1.9824710264573749e-05,3600,
2108,4,Min,Continuous,4,N-O-Imm-100,200-400-2.lp,200,400,165848502963.151537,7.3806020034314213e-05,3600,
2109,4,Min,Continuous,4,N-O-Imm-100,200-400-3.lp,200,400,158639778706.816845,0,1137.27,
2110,4,Min,Continuous,4,N-O-Imm-100,200-400-4.lp,200,400,245795930335.639651,0,1176.81,
2111,4,Min,Continuous,4,N-O-Imm-100,200-400-5.lp,200,400,187387847634.905252,0,111.54,
2112,4,Min,Continuous,4,N-O-Imm-100,300-150.0-1.lp,300,150,120978691261459.710464,0,2419,
2113,4,Min,Continuous,4,N-O-Imm-100,300-150.0-2.lp,300,150,36660352082421.451893,0.0003599935675096648103,3600,
2114,4,Min,Continuous,4,N-O-Imm-100,300-150.0-3.lp,300,150,123671448820680.387962,1.6638947772354666841e-07,3591.28,
2115,4,Min,Continuous,4,N-O-Imm-100,300-150.0-4.lp,300,150,349161333591823.494598,0.0031846901578140817213,3600,
2116,4,Min,Continuous,4,N-O-Imm-100,300-150.0-5.lp,300,150,204342809461426.330261,0.00058115987373764908652,3600,
2117,4,Min,Continuous,4,N-O-Imm-100,300-300-1.lp,300,300,5647807300685.681358,0.000407615710734701816,3600,
2118,4,Min,Continuous,4,N-O-Imm-100,300-300-2.lp,300,300,8341288194162.589647,0.000164621847599694969,3600,
2119,4,Min,Continuous,4,N-O-Imm-100,300-300-3.lp,300,300,3851956251130.802962,0.000125145191121516687,3600,
2120,4,Min,Continuous,4,N-O-Imm-100,300-300-4.lp,300,300,7331324848802.298231,2.60063655679187167e-06,3600,
2121,4,Min,Continuous,4,N-O-Imm-100,300-300-5.lp,300,300,9155755358790.209244,0,3335.42,
2122,4,Min,Continuous,4,N-O-Imm-100,300-450.0-1.lp,300,450,1987073052158.139932,0.000446133543757280364,3600,
2123,4,Min,Continuous,4,N-O-Imm-100,300-450.0-2.lp,300,450,2559895583151.944697,0,2569.19,
2124,4,Min,Continuous,4,N-O-Imm-100,300-450.0-3.lp,300,450,1920103231069.007102,1.49487469794911402e-05,3600,
2125,4,Min,Continuous,4,N-O-Imm-100,300-450.0-4.lp,300,450,1912994502197.621118,0,3387.45,
2126,4,Min,Continuous,4,N-O-Imm-100,300-450.0-5.lp,300,450,2405270890025.802452,8.29428118189021802e-05,3600,
2127,4,Min,Continuous,4,N-O-Imm-100,300-600-1.lp,300,600,1135359200549.201354,0,1611,
2128,4,Min,Continuous,4,N-O-Imm-100,300-600-2.lp,300,600,2190395785879.934467,0,2587.04,
2129,4,Min,Continuous,4,N-O-Imm-100,300-600-3.lp,300,600,1554544885741.458479,1.39940113941175098e-05,3600,
2130,4,Min,Continuous,4,N-O-Imm-100,300-600-4.lp,300,600,1134491895154.963901,0,206.27,
2131,4,Min,Continuous,4,N-O-Imm-100,300-600-5.lp,300,600,1165591223306.540744,0,250.35,
2132,4,Min,Continuous,4,N-O-Imm-100,400-200.0-1.lp,400,200,183756261028882.314835,1,3600,
2133,4,Min,Continuous,4,N-O-Imm-100,400-200.0-2.lp,400,200,284551290137693.453125,1.5223021630764754518e-05,3600,
2134,4,Min,Continuous,4,N-O-Imm-100,400-200.0-3.lp,400,200,235481999981505.302597,3.8443221242021015576e-05,3600,
2135,4,Min,Continuous,4,N-O-Imm-100,400-200.0-4.lp,400,200,281790531340797.839539,1,3600,
2136,4,Min,Continuous,4,N-O-Imm-100,400-200.0-5.lp,400,200,390772768655135.697418,0,2629.33,
2137,4,Min,Continuous,4,N-O-Imm-100,400-400-1.lp,400,400,26689977934833.211191,6.3116119663848534e-05,3600,
2138,4,Min,Continuous,4,N-O-Imm-100,400-400-2.lp,400,400,27314495885572.784224,1,3600,
2139,4,Min,Continuous,4,N-O-Imm-100,400-400-3.lp,400,400,30019192481449.486559,7.890834703866966089e-06,3600,
2140,4,Min,Continuous,4,N-O-Imm-100,400-400-4.lp,400,400,17589325504862.913958,0,2138.99,
2141,4,Min,Continuous,4,N-O-Imm-100,400-400-5.lp,400,400,20324815367361.969954,0.0004844491653132530395,3600,
2142,4,Min,Continuous,4,N-O-Imm-100,400-600.0-1.lp,400,600,10357092810384.921824,0.002598811230172230393,3600,
2143,4,Min,Continuous,4,N-O-Imm-100,400-600.0-2.lp,400,600,9189891443782.027065,0,275.63,
2144,4,Min,Continuous,4,N-O-Imm-100,400-600.0-3.lp,400,600,8174223733053.652853,1,3600,
2145,4,Min,Continuous,4,N-O-Imm-100,400-600.0-4.lp,400,600,6628283096076.343545,1,3600,
2146,4,Min,Continuous,4,N-O-Imm-100,400-600.0-5.lp,400,600,9163814261701.633978,0.0306146647649955641,3600,
2147,4,Min,Continuous,4,N-O-Imm-100,400-800-1.lp,400,800,5191742471983.314224,0.000292841741497497121,3600,
2148,4,Min,Continuous,4,N-O-Imm-100,400-800-2.lp,400,800,4569954888834.232242,0.0312336367898700286,3600,
2149,4,Min,Continuous,4,N-O-Imm-100,400-800-3.lp,400,800,5127683895802.196103,0,3435.11,
2150,4,Min,Continuous,4,N-O-Imm-100,400-800-4.lp,400,800,3264509097453.231381,1,3600,
2151,4,Min,Continuous,4,N-O-Imm-100,400-800-5.lp,400,800,4547561788170.260996,0,397.2,
2152,4,Min,Continuous,4,N-O-Imm-100,500-250.0-1.lp,500,250,663817375683671.841003,0,313.49,
2153,4,Min,Continuous,4,N-O-Imm-100,500-250.0-2.lp,500,250,451297471501978.29071,0.00020075238014992637485,3600,
2154,4,Min,Continuous,4,N-O-Imm-100,500-250.0-3.lp,500,250,353173685940101.855865,0.36976735870519292289,3600,
2155,4,Min,Continuous,4,N-O-Imm-100,500-250.0-4.lp,500,250,1019734277964730.362061,0.00307928417817976625725,3600,
2156,4,Min,Continuous,4,N-O-Imm-100,500-250.0-5.lp,500,250,747777730936636.884155,0.99960522759293726162,3600,
2157,4,Min,Continuous,4,N-O-Imm-100,500-500-1.lp,500,500,97463275743282.907516,0.0003488872410022002502,3600,
2158,4,Min,Continuous,4,N-O-Imm-100,500-500-2.lp,500,500,37863600896346.582737,6.422225004382916855e-05,3600,
2159,4,Min,Continuous,4,N-O-Imm-100,500-500-3.lp,500,500,91639799590850.040436,1,3600,
2160,4,Min,Continuous,4,N-O-Imm-100,500-500-4.lp,500,500,65402336366167.824982,5.973299690809006626e-05,3600,
2161,4,Min,Continuous,4,N-O-Imm-100,500-500-5.lp,500,500,43106376293426.746216,0.01347424581424657419,3600,
2162,4,Min,Continuous,4,N-O-Imm-100,500-750.0-1.lp,500,750,22547722619757.941038,0,3416.15,
2163,4,Min,Continuous,4,N-O-Imm-100,500-750.0-2.lp,500,750,31749394610326.83876,1,3600,
2164,4,Min,Continuous,4,N-O-Imm-100,500-750.0-3.lp,500,750,25639626009910.806519,0.0001684584683521620701,3600,
2165,4,Min,Continuous,4,N-O-Imm-100,500-750.0-4.lp,500,750,17985659134496.781258,0.000195958203770963992,3600,
2166,4,Min,Continuous,4,N-O-Imm-100,500-750.0-5.lp,500,750,16332589800310.505957,0.001681874195900457008,3600,
2167,4,Min,Continuous,4,N-O-Imm-100,500-1000-1.lp,500,1000,10835379043814.786538,0.002162823455271161038,3600,
2168,4,Min,Continuous,4,N-O-Imm-100,500-1000-2.lp,500,1000,13752540733833.347978,0.2488532205642889507,3600,
2169,4,Min,Continuous,4,N-O-Imm-100,500-1000-3.lp,500,1000,12292768500569.419278,0.9399752982483793508,3600,
2170,4,Min,Continuous,4,N-O-Imm-100,500-1000-4.lp,500,1000,19252270698920.126019,0.02340825175072997587,3600,
